pfv_id,phase,session,surface,variant_axis,state_shown,device,aspect_ratio,parent_id,evolution_pattern,delta_axis,v_verdict,v_5gate,feedback_note,local_path,created_at_utc,downstream_use,forbidden_use,notes
pfv-S09-V2,P2,S09,vault-commit,2-tooltip,blocked,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Component-zoom,knowledge-flywheel-tooltip,V-PASS,PPPPP,KNOWLEDGE FLYWHEEL boundary masterpiece,docs/research/visual-prototypes/PF-V/images-P2-vault-commit/pfv-S09-V2-cn-tooltip-knowledge-flywheel-TOP1.png,2026-05-07T01:34:00Z,PF-C4-html-source-priority,not-implementation-source,TOP1 governance + flywheel boundary
pfv-S09-V3,P2,S09,vault-commit,3-modal-validating,loading,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Component-zoom,modal-3-checks-progress,V-PASS,PPPPP,modal progress state,docs/research/visual-prototypes/PF-V/images-P2-vault-commit/pfv-S09-V3-cn-modal-validating.png,2026-05-07T01:34:00Z,PF-C4-html-source,not-implementation-source,
pfv-S09-V4,P2,S09,vault-commit,4-modal-pass,success,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Component-zoom,modal-3-green-checks,V-PASS,PPPPP,modal baseline pass,docs/research/visual-prototypes/PF-V/images-P2-vault-commit/pfv-S09-V4-cn-modal-pass-TOP3.png,2026-05-07T01:34:00Z,PF-C4-html-source-priority,not-implementation-source,TOP3 modal pass
pfv-S09-V5,P2,S09,vault-commit,5-modal-fail,error,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Component-zoom,frontmatter-missing-hypothesis-seed,V-PASS,PPPPP,go-fix CTA,docs/research/visual-prototypes/PF-V/images-P2-vault-commit/pfv-S09-V5-cn-modal-fail.png,2026-05-07T01:34:00Z,PF-C4-html-source,not-implementation-source,
pfv-S09-V6,P2,S09,vault-commit,6-inline-result,success,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Component-zoom,inline-3-checks-no-modal,V-PASS,PPPPP,compact validation result,docs/research/visual-prototypes/PF-V/images-P2-vault-commit/pfv-S09-V6-cn-inline-result.png,2026-05-07T01:34:00Z,PF-C4-html-source,not-implementation-source,
pfv-S09-V7,P2,S09,vault-commit,7-compact,blocked,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Component-zoom,compact-form,V-PASS-with-concern,PPPPP,low differentiation from V1,docs/research/visual-prototypes/PF-V/images-P2-vault-commit/pfv-S09-V7-cn-compact.png,2026-05-07T01:34:00Z,PF-C4-html-source,not-implementation-source,
pfv-S09-V8,P2,S09,vault-commit,8-expanded,blocked,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Component-zoom,expanded-button-2-line-desc,V-PASS,PPPPP,full description form,docs/research/visual-prototypes/PF-V/images-P2-vault-commit/pfv-S09-V8-cn-expanded.png,2026-05-07T01:34:00Z,PF-C4-html-source,not-implementation-source,
pfv-S09-V9,P2,S09,vault-commit,9-batch-dry-run,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Component-zoom,3-of-5-table-rows,V-PASS,PPPPP,BATCH SCENARIO unique - table format with 3 status icons,docs/research/visual-prototypes/PF-V/images-P2-vault-commit/pfv-S09-V9-cn-batch-dry-run-TOP2.png,2026-05-07T01:34:00Z,PF-C4-html-source-priority,not-implementation-source,TOP2 batch
pfv-S09-V10,P2,S09,vault-commit,10-educational,disabled,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Component-zoom,first-time-user-hint,V-PASS,PPPPP,educational disabled state with link,docs/research/visual-prototypes/PF-V/images-P2-vault-commit/pfv-S09-V10-cn-educational.png,2026-05-07T01:34:00Z,PF-C4-html-source,not-implementation-source,
pfv-S10-V1,P3,S10,topic-card-lite,1-news-article,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Card-detail,news-ai-compute-prices,V-PASS,PPPPP,news topic card with 2 evidence URLs,docs/research/visual-prototypes/PF-V/images-P3-topic-card-lite/pfv-S10-V1-cn-news-article.png,2026-05-07T01:42:00Z,PF-C4-html-source,not-implementation-source,
pfv-S10-V2,P3,S10,topic-card-lite,2-bilibili-video,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Card-detail,video-with-timestamps,V-PASS,PPPPP,VIDEO CORE PRODUCT with timestamp annotations 12:34->23:45,docs/research/visual-prototypes/PF-V/images-P3-topic-card-lite/pfv-S10-V2-cn-bilibili-video-TOP1.png,2026-05-07T01:42:00Z,PF-C4-html-source-priority,not-implementation-source,TOP1 video core product
pfv-S10-V3,P3,S10,topic-card-lite,3-long-blog-truncated,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Card-detail,truncate-with-expand,V-PASS,PPPPP,expand-all affordance,docs/research/visual-prototypes/PF-V/images-P3-topic-card-lite/pfv-S10-V3-cn-long-blog-truncated.png,2026-05-07T01:42:00Z,PF-C4-html-source,not-implementation-source,
pfv-S10-V4,P3,S10,topic-card-lite,4-empty-signal,partial-ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Card-detail,signal-placeholder,V-PASS,PPPPP,placeholder for manual signal entry,docs/research/visual-prototypes/PF-V/images-P3-topic-card-lite/pfv-S10-V4-cn-empty-signal.png,2026-05-07T01:42:00Z,PF-C4-html-source,not-implementation-source,
pfv-S10-V5,P3,S10,topic-card-lite,5-multi-signal,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Card-detail,3-bulleted-signals,V-PASS,PPPPP,3 bulleted signal lines accent_live markers,docs/research/visual-prototypes/PF-V/images-P3-topic-card-lite/pfv-S10-V5-cn-multi-signal.png,2026-05-07T01:42:00Z,PF-C4-html-source,not-implementation-source,
pfv-S10-V6,P3,S10,topic-card-lite,6-hypothesis-seed-highlighted,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Card-detail,hypothesis-elevated-focus-border,V-PASS,PPPPP,surface_elevated + accent_focus border,docs/research/visual-prototypes/PF-V/images-P3-topic-card-lite/pfv-S10-V6-cn-hypothesis-seed-highlighted.png,2026-05-07T01:42:00Z,PF-C4-html-source,not-implementation-source,
pfv-S10-V7,P3,S10,topic-card-lite,7-evidence-pointers,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Card-detail,5-evidence-with-source-icons,V-PASS,PPPPP,EVIDENCE TRACEABILITY 5 source types - bilibili wechat pdf screenshot dialog,docs/research/visual-prototypes/PF-V/images-P3-topic-card-lite/pfv-S10-V7-cn-evidence-pointers-TOP2.png,2026-05-07T01:42:00Z,PF-C4-html-source-priority,not-implementation-source,TOP2 traceability
pfv-S10-V8,P3,S10,topic-card-lite,8-tags-overflow,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Card-detail,8-chips-plus-5-overflow,V-PASS,PPPPP,multi-row chip wrap,docs/research/visual-prototypes/PF-V/images-P3-topic-card-lite/pfv-S10-V8-cn-tags-overflow.png,2026-05-07T01:42:00Z,PF-C4-html-source,not-implementation-source,
pfv-S10-V9,P3,S10,topic-card-lite,9-marked-not-useful,blocked,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Card-detail,downgraded-not-promoted,V-PASS,PPPPP,marked-not-useful card opacity 70 with hint,docs/research/visual-prototypes/PF-V/images-P3-topic-card-lite/pfv-S10-V9-cn-marked-not-useful.png,2026-05-07T01:42:00Z,PF-C4-html-source,not-implementation-source,
pfv-S10-V10,P3,S10,topic-card-lite,10-dual-card-compare,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Card-detail,side-by-side-compare-mode,V-PASS,PPPPP,DUAL VIEW comparison mode,docs/research/visual-prototypes/PF-V/images-P3-topic-card-lite/pfv-S10-V10-cn-dual-card-compare-TOP3.png,2026-05-07T01:42:00Z,PF-C4-html-source-priority,not-implementation-source,TOP3 compare mode
pfv-S11-V1,P3,S11,topic-card-vault,1-default,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Aggregation-view,2-col-list-detail,V-PASS,PPPPP,8-row list + first selected detail right,docs/research/visual-prototypes/PF-V/images-P3-topic-card-vault/pfv-S11-V1-cn-default.png,2026-05-07T02:05:00Z,PF-C4-html-source,not-implementation-source,baseline 2-col layout
pfv-S11-V2,P3,S11,topic-card-vault,2-filter-marked-useful,filtered,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Aggregation-view,filter-chip-active-4-of-8,V-PASS,PPPPP,filter chip + count display,docs/research/visual-prototypes/PF-V/images-P3-topic-card-vault/pfv-S11-V2-cn-filter-marked-useful.png,2026-05-07T02:05:00Z,PF-C4-html-source,not-implementation-source,
pfv-S11-V3,P3,S11,topic-card-vault,3-search-highlight,filtered,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Aggregation-view,search-query-fts-highlight,V-PASS,PPPPP,FTS in topic card list,docs/research/visual-prototypes/PF-V/images-P3-topic-card-vault/pfv-S11-V3-cn-search-highlight.png,2026-05-07T02:05:00Z,PF-C4-html-source,not-implementation-source,
pfv-S11-V4,P3,S11,topic-card-vault,4-sort-time-desc,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Aggregation-view,sort-chip-time-desc,V-PASS,PPPPP,sort metaphor,docs/research/visual-prototypes/PF-V/images-P3-topic-card-vault/pfv-S11-V4-cn-sort-time-desc.png,2026-05-07T02:05:00Z,PF-C4-html-source,not-implementation-source,
pfv-S11-V5,P3,S11,topic-card-vault,5-source-url-aggregate,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Aggregation-view,group-by-source-url-expandable,V-PASS,PPPPP,UNIQUE aggregation pattern - bilibili 3 cards group + example.com 1 card,docs/research/visual-prototypes/PF-V/images-P3-topic-card-vault/pfv-S11-V5-cn-source-url-aggregate-TOP3.png,2026-05-07T02:05:00Z,PF-C4-html-source-priority,not-implementation-source,TOP3 unique aggregation
pfv-S11-V6,P3,S11,topic-card-vault,6-empty-filter-result,empty,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Aggregation-view,zero-match-reset-cta,V-PASS,PPPPP,double filter zero match + reset CTA,docs/research/visual-prototypes/PF-V/images-P3-topic-card-vault/pfv-S11-V6-cn-empty-filter-result.png,2026-05-07T02:05:00Z,PF-C4-html-source,not-implementation-source,
pfv-S11-V7,P3,S11,topic-card-vault,7-promote-readiness,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Aggregation-view,3-check-rows-armed-button,V-PASS,PPPPP,PROMOTE GATE viz - hypothesis ✓ + evidence ✓ + signal ✓ + armed CTA,docs/research/visual-prototypes/PF-V/images-P3-topic-card-vault/pfv-S11-V7-cn-promote-readiness-TOP1.png,2026-05-07T02:05:00Z,PF-C4-html-source-priority,not-implementation-source,TOP1 promote gate spec
pfv-S11-V8,P3,S11,topic-card-vault,8-promote-diloflow-modal,success,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Aggregation-view,modal-source-topic-target-path,V-PASS,PPPPP,DiloFlow EP target path mono ~/workspace/raw/05-Projects/DiloFlow/EPs/,docs/research/visual-prototypes/PF-V/images-P3-topic-card-vault/pfv-S11-V8-cn-promote-diloflow-modal.png,2026-05-07T02:05:00Z,PF-C4-html-source,not-implementation-source,
pfv-S11-V9,P3,S11,topic-card-vault,9-export-modal-obsidian,success,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Aggregation-view,3-export-options-md-csv-json,V-PASS,PPPPP,Obsidian raw inbox path explicit ~/workspace/raw/00-Inbox/,docs/research/visual-prototypes/PF-V/images-P3-topic-card-vault/pfv-S11-V9-cn-export-modal-obsidian.png,2026-05-07T02:05:00Z,PF-C4-html-source,not-implementation-source,
pfv-S11-V10,P3,S11,topic-card-vault,10-obsidian-sync-status,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Aggregation-view,3-sync-badges-success-warn-focus,V-PASS,PPPPP,CROSS-SYSTEM CONSISTENCY viz - 3 sync states first time visualized,docs/research/visual-prototypes/PF-V/images-P3-topic-card-vault/pfv-S11-V10-cn-obsidian-sync-status-TOP2.png,2026-05-07T02:05:00Z,PF-C4-html-source-priority,not-implementation-source,TOP2 cross-system sync
pfv-S12-V1,P3,S12,signal-hypothesis-ia,1-signal-list,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Concept-layer,8-row-list-detail-right,V-PASS,PPPPP,baseline IA with hypothesis count chip + capture count chip + status badge,docs/research/visual-prototypes/PF-V/images-P3-signal-hypothesis-ia/pfv-S12-V1-cn-signal-list.png,2026-05-07T02:16:00Z,PF-C4-html-source,not-implementation-source,
pfv-S12-V2,P3,S12,signal-hypothesis-ia,2-signal-expanded,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Concept-layer,signal-with-3-hypotheses-stars,V-PASS,PPPPP,relations visualized clearly,docs/research/visual-prototypes/PF-V/images-P3-signal-hypothesis-ia/pfv-S12-V2-cn-signal-expanded-with-hypotheses.png,2026-05-07T02:16:00Z,PF-C4-html-source,not-implementation-source,
pfv-S12-V3,P3,S12,signal-hypothesis-ia,3-hypothesis-compare,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Concept-layer,2-hypothesis-confidence-percent,V-PASS,PPPPP,QUANTITATIVE COMPARE 76.4 vs 43.1 confidence,docs/research/visual-prototypes/PF-V/images-P3-signal-hypothesis-ia/pfv-S12-V3-cn-hypothesis-compare-TOP2.png,2026-05-07T02:16:00Z,PF-C4-html-source-priority,not-implementation-source,TOP2 quantified comparison
pfv-S12-V4,P3,S12,signal-hypothesis-ia,4-signal-lifecycle-stepper,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Concept-layer,4-node-vertical-stepper,V-PASS,PPPPP,SIGNAL GOVERNANCE 4-state lifecycle raw-vetted-linked-archived,docs/research/visual-prototypes/PF-V/images-P3-signal-hypothesis-ia/pfv-S12-V4-cn-signal-lifecycle-stepper-TOP3.png,2026-05-07T02:16:00Z,PF-C4-html-source-priority,not-implementation-source,TOP3 lifecycle governance
pfv-S12-V5,P3,S12,signal-hypothesis-ia,5-signal-empty,empty,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Concept-layer,dual-cta-auto-manual,V-PASS,PPPPP,empty + dual CTA auto-extract or manual-add,docs/research/visual-prototypes/PF-V/images-P3-signal-hypothesis-ia/pfv-S12-V5-cn-signal-empty.png,2026-05-07T02:16:00Z,PF-C4-html-source,not-implementation-source,
pfv-S12-V6,P3,S12,capture-plan-ia,6-plan-detail,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Automation-layer,3-section-contract-history,V-PASS,PPPPP,3-segment input/output/run-history visualization,docs/research/visual-prototypes/PF-V/images-P3-capture-plan-ia/pfv-S12-V6-cn-plan-detail.png,2026-05-07T02:16:00Z,PF-C4-html-source,not-implementation-source,
pfv-S12-V7,P3,S12,capture-plan-ia,7-plan-io-contract,ready,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Automation-layer,5-url-patterns-3-filter-chips-yaml-schema,V-PASS,PPPPP,contract spec complete with mono URL patterns,docs/research/visual-prototypes/PF-V/images-P3-capture-plan-ia/pfv-S12-V7-cn-plan-io-contract.png,2026-05-07T02:16:00Z,PF-C4-html-source,not-implementation-source,
pfv-S12-V8,P3,S12,capture-plan-ia,8-plan-dry-run,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Automation-layer,modal-3-sample-confidence-percent,V-PASS,PPPPP,AUTOMATION METAPHOR 3 sample captures with 92/65/38 confidence + 1 fail,docs/research/visual-prototypes/PF-V/images-P3-capture-plan-ia/pfv-S12-V8-cn-plan-dry-run-TOP1.png,2026-05-07T02:16:00Z,PF-C4-html-source-priority,not-implementation-source,TOP1 dry-run automation
pfv-S12-V9,P3,S12,capture-plan-ia,9-plan-execution-log,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Automation-layer,5-row-mono-log-stages,V-PASS,PPPPP,run summary 6m23s + 12 capture + 14 topic card + 1 error,docs/research/visual-prototypes/PF-V/images-P3-capture-plan-ia/pfv-S12-V9-cn-plan-execution-log.png,2026-05-07T02:16:00Z,PF-C4-html-source,not-implementation-source,
pfv-S12-V10,P3,S12,capture-plan-ia,10-plan-empty,empty,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Automation-layer,4-step-onboarding-cta,V-PASS,PPPPP,empty plan with 4-step onboarding flow,docs/research/visual-prototypes/PF-V/images-P3-capture-plan-ia/pfv-S12-V10-cn-plan-empty.png,2026-05-07T02:16:00Z,PF-C4-html-source,not-implementation-source,
pfv-S15-V1,P5,S15,icons-system,1-icon-capture,ready,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,inbox-arrow,V-PASS,PPPPP,clean line-icon accent_live capture inbox-arrow,docs/research/visual-prototypes/PF-V/images-P5-icons-system/pfv-S15-V1-cn-icon-capture.png,2026-05-07T02:31:00Z,PF-C4-svg-source,not-implementation-source,
pfv-S15-V2,P5,S15,icons-system,2-icon-preview,ready,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,eye-clean,V-PASS,PPPPP,eye no-pupil clean geometry,docs/research/visual-prototypes/PF-V/images-P5-icons-system/pfv-S15-V2-cn-icon-preview.png,2026-05-07T02:31:00Z,PF-C4-svg-source,not-implementation-source,
pfv-S15-V3,P5,S15,icons-system,3-icon-commit,ready,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,paper-checkmark,V-PASS,PPPPP,paper with corner fold + checkmark,docs/research/visual-prototypes/PF-V/images-P5-icons-system/pfv-S15-V3-cn-icon-commit.png,2026-05-07T02:31:00Z,PF-C4-svg-source,not-implementation-source,
pfv-S15-V4,P5,S15,icons-system,4-icon-dry-run,ready,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,paper-magnifier,V-PASS,PPPPP,paper + magnifying glass overlay,docs/research/visual-prototypes/PF-V/images-P5-icons-system/pfv-S15-V4-cn-icon-dry-run.png,2026-05-07T02:31:00Z,PF-C4-svg-source,not-implementation-source,
pfv-S15-V5,P5,S15,icons-system,5-icon-blocked,blocked,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,lock-with-x,V-PASS,PPPPP,ONLY accent_blocked icon - lock + X dual semantic,docs/research/visual-prototypes/PF-V/images-P5-icons-system/pfv-S15-V5-cn-icon-blocked-TOP2.png,2026-05-07T02:31:00Z,PF-C4-svg-source-priority,not-implementation-source,TOP2 only red icon
pfv-S15-V6,P5,S15,icons-system,6-icon-signal,ready,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,radial-3-ring,V-PASS,PPPPP,strongest aesthetic - radial pulse,docs/research/visual-prototypes/PF-V/images-P5-icons-system/pfv-S15-V6-cn-icon-signal-TOP3.png,2026-05-07T02:31:00Z,PF-C4-svg-source-priority,not-implementation-source,TOP3 visual aesthetic
pfv-S15-V7,P5,S15,icons-system,7-icon-hypothesis,ready,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,hexagonal-bulb,V-PASS,PPPPP,non-illustrated geometric bulb,docs/research/visual-prototypes/PF-V/images-P5-icons-system/pfv-S15-V7-cn-icon-hypothesis.png,2026-05-07T02:31:00Z,PF-C4-svg-source,not-implementation-source,
pfv-S15-V8,P5,S15,icons-system,8-icon-plan,ready,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,clipboard-numbered-rows,V-PASS,PPPPP,clipboard + 1 + checkbox rows,docs/research/visual-prototypes/PF-V/images-P5-icons-system/pfv-S15-V8-cn-icon-plan.png,2026-05-07T02:31:00Z,PF-C4-svg-source,not-implementation-source,
pfv-S15-V9,P5,S15,icons-system,9-icon-trace,ready,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,3-node-graph,V-PASS,PPPPP,SUPER-ANCHOR soul element minimized as icon,docs/research/visual-prototypes/PF-V/images-P5-icons-system/pfv-S15-V9-cn-icon-trace-TOP1.png,2026-05-07T02:31:00Z,PF-C4-svg-source-priority,not-implementation-source,TOP1 graph as icon
pfv-S15-V10,P5,S15,icons-system,10-icon-evidence,ready,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,3-papers-stacked,V-PASS,PPPPP,3 staggered papers + corner fold,docs/research/visual-prototypes/PF-V/images-P5-icons-system/pfv-S15-V10-cn-icon-evidence.png,2026-05-07T02:31:00Z,PF-C4-svg-source,not-implementation-source,
pfv-S16-V1,P5,S16,icons-state,1-icon-live,active,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,radar-rotation-arrow,V-PASS,PPPPP,radar+rotation arrow accent_live - upgrade from S15-V1 inbox-arrow,docs/research/visual-prototypes/PF-V/images-P5-icons-state/pfv-S16-V1-cn-icon-live-TOP2.png,2026-05-07T10:00:00Z,PF-C4-svg-source-priority,not-implementation-source,TOP2 live state primary
pfv-S16-V2,P5,S16,icons-state,2-icon-success,ready,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,ring-checkmark-thin,V-PASS,PPPPP,accent_success thin checkmark in ring,docs/research/visual-prototypes/PF-V/images-P5-icons-state/pfv-S16-V2-cn-icon-success.png,2026-05-07T10:00:00Z,PF-C4-svg-source,not-implementation-source,
pfv-S16-V3,P5,S16,icons-state,3-icon-warning,active,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,triangle-exclamation,V-PASS,PPPPP,accent_warn triangle + ! classic warning,docs/research/visual-prototypes/PF-V/images-P5-icons-state/pfv-S16-V3-cn-icon-warning.png,2026-05-07T10:00:00Z,PF-C4-svg-source,not-implementation-source,
pfv-S16-V4,P5,S16,icons-state,4-icon-error,active,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,ring-x,V-PASS,PPPPP,accent_warn ring with X - shape distinguishes from warning triangle,docs/research/visual-prototypes/PF-V/images-P5-icons-state/pfv-S16-V4-cn-icon-error.png,2026-05-07T10:00:00Z,PF-C4-svg-source,not-implementation-source,
pfv-S16-V5,P5,S16,icons-state,5-icon-blocked,blocked,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,circle-slash,V-PASS,PPPPP,accent_blocked circle+slash - action denied semantic vs S15-V5 lock+X,docs/research/visual-prototypes/PF-V/images-P5-icons-state/pfv-S16-V5-cn-icon-blocked.png,2026-05-07T10:00:00Z,PF-C4-svg-source,not-implementation-source,blocked tier 1
pfv-S16-V6,P5,S16,icons-state,6-icon-locked,blocked,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,padlock-body,V-PASS,PPPPP,accent_blocked full padlock - state-locked semantic distinct from blocked,docs/research/visual-prototypes/PF-V/images-P5-icons-state/pfv-S16-V6-cn-icon-locked.png,2026-05-07T10:00:00Z,PF-C4-svg-source,not-implementation-source,blocked tier 2
pfv-S16-V7,P5,S16,icons-state,7-icon-focus,active,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,viewfinder-crosshair,V-PASS,PPPPP,accent_focus viewfinder + crosshair + center dot - elegant focus semantic,docs/research/visual-prototypes/PF-V/images-P5-icons-state/pfv-S16-V7-cn-icon-focus-TOP1.png,2026-05-07T10:00:00Z,PF-C4-svg-source-priority,not-implementation-source,TOP1 strongest design
pfv-S16-V8,P5,S16,icons-state,8-icon-loading,active,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,3-dot-progressive,V-PASS,PPPPP,accent_focus 3 dots progressive size - novel loading metaphor,docs/research/visual-prototypes/PF-V/images-P5-icons-state/pfv-S16-V8-cn-icon-loading-TOP3.png,2026-05-07T10:00:00Z,PF-C4-svg-source-priority,not-implementation-source,TOP3 unique pattern
pfv-S16-V9,P5,S16,icons-state,9-icon-empty,empty,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,dashed-circle,V-PASS,PPPPP,text_muted dashed circle - clean empty semantic,docs/research/visual-prototypes/PF-V/images-P5-icons-state/pfv-S16-V9-cn-icon-empty.png,2026-05-07T10:00:00Z,PF-C4-svg-source,not-implementation-source,
pfv-S16-V10,P5,S16,icons-state,10-icon-ready,ready,desktop,1:1,pfv-SUPER-ANCHOR-FINAL,Icon-line,ring-checkmark-bold,V-PASS,PPPPP,accent_success bolder checkmark vs V2 - paired contrast,docs/research/visual-prototypes/PF-V/images-P5-icons-state/pfv-S16-V10-cn-icon-ready.png,2026-05-07T10:00:00Z,PF-C4-svg-source,not-implementation-source,
pfv-S17-V1,P6,S17,density-refinement,1-density-sparse,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Density-spectrum,sparse-large-type-airy-spacing,V-PASS,PPPPP,hero metric large 32px - presentation/screenshot mode,docs/research/visual-prototypes/PF-V/images-P6-density-refinement/pfv-S17-V1-cn-density-sparse.png,2026-05-07T10:11:00Z,PF-C4-html-source,not-implementation-source,
pfv-S17-V2,P6,S17,density-refinement,2-density-standard,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Density-spectrum,baseline-default-tokens,V-PASS,PPPPP,baseline most-similar to anchor - reference,docs/research/visual-prototypes/PF-V/images-P6-density-refinement/pfv-S17-V2-cn-density-standard.png,2026-05-07T10:11:00Z,PF-C4-html-source,not-implementation-source,
pfv-S17-V3,P6,S17,density-refinement,3-density-compact,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Density-spectrum,compact-12fields-inline-domain,V-PASS,PPPPP,operator-daily-recommended - one-screen all core info,docs/research/visual-prototypes/PF-V/images-P6-density-refinement/pfv-S17-V3-cn-density-compact-TOP1.png,2026-05-07T10:11:00Z,PF-C4-html-source-priority,not-implementation-source,TOP1 production default density
pfv-S17-V4,P6,S17,density-refinement,4-density-dense,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Density-spectrum,dense-16fields-bloomberg-mood,V-PASS,PPPPP,expert high-frequency Bloomberg Terminal feel - 4px grid,docs/research/visual-prototypes/PF-V/images-P6-density-refinement/pfv-S17-V4-cn-density-dense-TOP3.png,2026-05-07T10:11:00Z,PF-C4-html-source-priority,not-implementation-source,TOP3 expert mode toggle
pfv-S17-V5,P6,S17,density-refinement,5-density-logger-bias,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Density-spectrum,trust-trace-logger-15rows,V-PASS,PPPPP,debug/forensic mode - logger bias on Trust Trace col,docs/research/visual-prototypes/PF-V/images-P6-density-refinement/pfv-S17-V5-cn-density-logger-bias.png,2026-05-07T10:11:00Z,PF-C4-html-source,not-implementation-source,
pfv-S17-V6,P6,S17,density-refinement,6-density-monitor-bias,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Density-spectrum,live-metadata-sparkline-grid,V-PASS,PPPPP,monitor mode - dashboard-like Live Metadata col,docs/research/visual-prototypes/PF-V/images-P6-density-refinement/pfv-S17-V6-cn-density-monitor-bias.png,2026-05-07T10:11:00Z,PF-C4-html-source,not-implementation-source,
pfv-S17-V7,P6,S17,density-refinement,7-density-decision-bias,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Density-spectrum,capture-scope-decision-grid,V-PASS,PPPPP,decision-dense - toggles+checkboxes+tree on Capture Scope col,docs/research/visual-prototypes/PF-V/images-P6-density-refinement/pfv-S17-V7-cn-density-decision-bias.png,2026-05-07T10:11:00Z,PF-C4-html-source,not-implementation-source,
pfv-S17-V8,P6,S17,density-refinement,8-density-mixed-dense,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Density-spectrum,3col-dense-with-hierarchy,V-PASS,PPPPP,info-max + visual hierarchy via accent_live restraint,docs/research/visual-prototypes/PF-V/images-P6-density-refinement/pfv-S17-V8-cn-density-mixed-dense-TOP2.png,2026-05-07T10:11:00Z,PF-C4-html-source-priority,not-implementation-source,TOP2 hierarchy reference
